entity	alias
Q990758	Eriocnemis cupreoventris
Q1027731	Upright wild ginger
Q1027753	Coeligena inca
Q1027765	Rowettia goughensis
Q1027769	Gould’s mouse
Q1027769	Pseudomys gouldii
Q1027866	Grallaria varia
Q1027867	Grallariidae
Q1027933	Brachiones przewalskii
Q1027969	Spermophaga poliogenys
Q1028402	Canis lupus orion
Q1028431	Dryoscopus angolensis
Q1028439	Laniarius barbarus
Q1028467	Guadalcanaria inexpectata
Q1042195	Lophocebus johnstoni
Q1042209	Lophocebus osmani
Q1042285	Lethrinus miniatus
Q1042298	Seison
Q852622	Campephilus imperialis
Q852660	Ashwaganda
Q852709	Ara severus
Q852709	Chestnut-fronted macaw
Q1060769	Cervus canadensis roosevelti
Q1060802	Pseudoseisura
Q1060851	Mirafra africana
Q1060857	Sabanejewia larvata
Q1060916	Trogon aurantiiventris
Q1060987	Giant nuthatch
Q989565	Bushman’s River cycad
Q989610	Long-faced loach
Q989740	Engraulis capensis
Q989747	Engraulis mordax
Q989747	Northern anchovy
Q989750	Engraulis ringens
Q989763	Enicurus
Q989986	Eopsaltria griseogularis
Q990073	Epiphyllum crenatum kimnachii
Q951686	Pelodiscus axenaria
Q951736	Alouatta coibensis
Q951750	Dicranomyia sericata
Q951776	Muntiacus montanus
Q951846	Kinosternon durangoense
Q952030	Glutinous snail
Q952059	B. mamoninha
Q952061	Dicranomyia annulipes
Q1026986	Eothenomys cachinus
Q1027046	Phellinus pomaceus
Q1027290	Blacksaddled coral grouper
Q1027429	Seiurus noveboracensis
Q1027615	Gynura crepidioides
Q1019149	Scyllaridae
Q1019157	Arctocebus
Q1019295	Sand mason
Q1019295	sand mason worm
Q1019723	Tarentola boehmei
Q962714	Hogfennel
Q962714	Marsh Hog’s Fennel
Q962714	Milk Parsley
Q962714	Milk-parsley
Q962720	White-backed stilt
Q962736	Tipula rocina
Q962750	caesia
Q962750	gungurru
Q962750	silver princess
Q962972	Abudefduf sexfasciatus
Q963174	Scaly Gecko
Q963217	Dicranomyia euryrhyncha
Q963321	Limia nigrofasciata
Q963376	Panterpe insignis
Q963383	Scotopelia ussheri
Q963446	Tipula anastomosa
Q963583	Geositta antarctica
Q963620	Lamprotornis elisabeth
Q963689	Hexatoma quadriaurantia
Q1028961	Tamasopo cichlid
Q1028976	Herichthys minckleyi
Q1029095	Coenagrion pulchellum
Q1029115	Synallaxis hellmayri
Q1029124	Agaricus stypticus
Q1029124	Crepidopus stypticus
Q1029124	Lentinus stipticus
Q1029124	Merulius stipticus
Q1029124	Panus stipticus
Q1029124	Pleurotus stipticus
Q1029124	Pocillaria stiptica
Q1029124	Rhipidium stipticum
Q1029171	serpentine columbine
Q1029171	Van Houtte's columbine
Q1061241	Lasius flavus
Q1061241	Yellow  meadow ant
Q1061278	Gymnocichla nudiceps
Q1061290	Canis lupus campestris
Q1061396	Psalidoprocne
Q1061425	Smithornis capensis
Q1061547	Philemon
Q1028471	Amazona violacea
Q1028475	Procyon lotor minor
Q1028567	Pericrocotus roseus
Q1028619	Hemithraupis guira
Q1028620	Trichobatrachus robustus
Q1028657	Anthracothorax recurvirostris
Q1028657	Avocettula recurvirostris
Q1028802	Ctenodactylus gundi
Q1043567	Cirrhitichthys falco
Q854690	Lichenostomus cratitius
Q854690	Meliphaga cratitia
Q854692	Stefania riveroi
Q854701	Myrtis fanny
Q854710	Saurida gracilis
Q854711	Querula purpurata
Q854779	Alcelaphus buselaphus caama
Q854788	Capra cylindricornis
Q853318	Aythya innotata
Q853318	Madagascan pochard
Q853358	Abyssinian mohr
Q853358	Nanger soemmerringii
Q853358	Soemmerring’s gazelle
Q853383	fairy shrimp
Q853403	Gazella spekei
Q853403	Speke’s gazelle
Q853412	Phoebastria albatrus
Q1060999	Catharus dryas
Q1061004	Pemba green-pigeon
Q1061004	Treron pembaensis
Q1061009	Pteroglossus azara
Q1061009	Pteroglossus flavirostris
Q1061015	Light-vented Bulbul
Q1061021	Yunnan nuthatch
Q1061026	Crinifer piscator
Q1061032	Arborophila sumatrana
Q1061037	Crinifer zonurus
Q1061063	Congo serpent-eagle
Q1061063	Dryotriorchis spectabilis
Q1061113	Woolly monkey
Q1023836	lance-leaf tickseed
Q1023836	lance-leaved coreopsis
Q1024059	Cyanoramphus auriceps
Q1023568	Pyracantha fortuneana
Q1023570	Formosa firethorn
Q1023573	Texas sage
Q855761	Promeropidae
Q855800	robin
Q855800	robins
Q855805	Caucasus beetle
Q855808	Rhodeus sericeus
Q993274	European mouflon
Q994409	Zosterops albogularis
Q994413	Euodice cantans
Q994417	Ficedula timorensis
Q994425	Emberiza stewarti
Q994440	Columba argentina
Q994466	Dasyatis laosensis
Q994469	False ringlet
Q994488	Podiceps occipitalis
Q994619	Squalus japonicus
Q997562	Heteromunia pectoralis
Q997564	Pitta maxima
Q997585	Bare-headed rockfowl
Q997585	Picathartes gymnocephalus
Q997585	white-necked picathartes
Q997604	Corvus cryptoleucus
Q997606	Lorius albidinucha
Q997664	Pycnonotus simplex
Q997666	Pionus senilis
Q997675	Pseudochelidon sirintarae
Q1043617	White-button wrasse
Q1043634	Common parrotfish
Q1043707	Singapore parrotfish
Q1043730	Jack o'lantern mushroom
Q1043734	Masked spinefoot
Q1061702	Bombina orientalis
Q1061841	Sumba Islands green pigeon
Q1061841	Treron teysmanni
Q1061841	Treron teysmannii
Q1061847	Sabanejewia
Q1061872	Berardius
Q1061873	Penelopides manillae
Q1061878	Petroica archboldi
Q1061878	Snow Mountain robin
Q1061885	Petroica rosea
Q1061889	Serinus canicollis
Q1061897	Bourbon white-eye
Q1061897	Reunion grey white-eye
Q854093	Armeniaca mandshurica
Q854093	Manchurian apricot
Q854093	Scout apricot
Q854309	Balaenoptera omurai
Q854499	Four-lined snake
Q854566	Macaca thibetana
Q854633	Pyrenestes ostrinus
Q855094	Coenonympha pamphilus
Q855094	Small heath butterfly
Q855133	bittern subfamily
Q855167	Hasemania nana
Q855281	Dicrurus forficatus
Q855316	Clamator levaillantii
Q855316	Oxylophus levaillantii
Q853653	Gallinula
Q853920	Procapra picticaudata
Q853920	Tibetan gazelle
Q854082	Prunoideae
Q854082	Prunoideae (pre 2011)
Q1044186	Korean red pine
Q1044374	Carolina hemlock
Q1044378	Terrapene carolina
Q1044404	Eleotris obscura
Q1044404	Mogurnda obscura
Q1044404	Odontobutis obscura
Q1044615	Acrocephalus syrinx
Q1030039	Streptopelia lugens
Q1030043	Leucosticte brandti
Q1030296	Buff-spotted crake
Q1030296	Sarothrura elegans
Q1030303	Ptilinopus perlatus
Q1030321	Pyrrhura perlata
Q1030323	Margarornis squamiger
Q1030670	White-nosed saki
Q1031137	Flightless scaly-tailed squirrel
Q1031137	Zenkerella insignis
Q997340	Pseudeos fuscata
Q997340	white-rumped lory
Q997349	Urochroa bougueri
Q997357	Colius leucocephalus
Q997383	Artamella viridis
Q997389	Dinemellia dinemelli
Q997393	Basilinna leucotis
Q997394	Ailuroedus buccoides
Q997413	Amazilia chionogaster
Q997420	Ducula forsteni
Q997427	Cephalophus leucogaster
Q997448	Treron sieboldii
Q855319	Phodilinus badius
Q855319	Phodilus
Q855348	Vanellus chilensis
Q855348	Vanellus chiliensis
Q855367	Fratercula corniculata
Q854647	Pyrochroidae
Q854661	Puntius nigrofasciatus
Q854665	Harpactes diardii
Q854674	Cardinalis phoeniceus
Q854674	Pyrrhuloxia phoeniceus
Q854676	Uraeginthus ianthinogaster
Q854676	Uraeginthus lanthinogaster
Q854678	Chalcomitra senegalensis
Q854678	Nectarinia senegalensis
Q854681	Spermophilus suslicus
Q1042455	Duskytail grouper
Q1042461	Gerres oyena
Q1042469	Psammoperca waigiensis
Q1042497	Chaetodon selene
Q1042513	Tangara meyerdeschauenseei
Q1042519	Tangara lavinia
Q1042525	Tangara labradorides
Q1042554	Ruby snapper
Q1042568	Xenospingus concolor
Q1042575	Iridophanes pulcherrimus
Q1062541	house shrew
Q1062555	Synonym of Philohydor lictor
Q1062573	Knipolegus aterrimus
Q1062575	Madeira storm-petrel
Q1062575	Oceanodroma castro
Q1062614	O. magicus
Q1062614	Otus magicus
Q1062634	Empidonax flaviventris
Q1062772	Fuertes’s parrot
Q1062772	Hapalopsittaca fuertesi
Q1062775	Chaetura chapmani
Q1062795	Melanopareiidae
Q1043334	blue-knobbed curassow
Q1043334	Crax alberti
Q1043401	green-cheeked conure
Q1043401	Pyrrhura molinae
Q1043473	Arctocephalinae
Q853412	Steller's albatross
Q853470	Sericulus chrysocephalus
Q853471	Heinrichia calligyna
Q853487	Necora puber
Q853487	Velvet swimming crab
Q853553	Stefania tamacuarina
Q1060476	Notomys alexis
Q1060483	Eurylaimus ochromalus
Q1060489	Neoxolmis rufiventris
Q1060498	Lophornis magnifius
Q1060504	Prunella strophiata
Q1060510	Lepidothrix coronata
Q1060510	Pipra coronata
Q1060589	Staurozoa
Q1060589	stalked jellyfish
Q1060764	Scolpendridae
Q1062313	Prosobonia
Q1062389	Rangoon Creeper (ภาษาไทย)
Q1062389	บ่งชี้ว่า
Q1062434	white-collared blackbird
Q1062449	Rufous-backed Robin
Q1062449	Rufous-backed Thrush
Q1062472	Pionopsitta haematotis
Q1062472	Pyrilia haematotis
Q1062485	Progne subis
Q1062508	Boletus regius
Q1062541	Suncus murinus
Q994625	Squalus rancureli
Q994636	Squalus melanurus
Q994645	Squalus cubensis
Q994653	Centrophorus atromarginatus
Q994732	Rabbit viral hemorrhagic disease
Q994856	Centrophorus harrissoni
Q994856	Harrison's deep-sea dogfish
Q994856	Harrison's dogfish
Q994865	Centrophorus niaukang
Q995594	Bryophila (Bryoleuca) ravula
Q995596	Celeus loricatus
Q995599	Sitta neglecta
Q1064305	Agrotis clavis
Q1064372	Sicalis flaveola
Q1064408	Avahi
Q1064620	the marmoset genus
Q1064635	Istiophorus albicans
Q1029743	Laniarius erythrogaster
Q1029769	Cranioleuca henricae
Q1029778	Alexander's swift
Q1029778	Apus alexandri
Q1029788	Cranioleuca albiceps
Q1029798	Pericrocotus brevirostris
Q1029809	Laniarius atroflavus
Q1029820	Cranioleuca antisiensis
Q1029831	Chrysococcyx ruficollis
Q1030003	Poacher family
Q1030028	Long-horned beetle
Q998053	Syngnathus abaster
Q998074	Varecia variegata
Q998074	Varecia variegata variegata
Q998141	Nomascus leucogenys
Q1031500	Tetraodon fluviatilis
Q1093672	Urocissa whiteheadi
Q1093802	Cynomys mexicanus
Q1093821	Giraffa camelopardalis camelopardalis
Q1093830	Giraffa giraffa angolensis
Q1093830	Nambian giraffe
Q1093917	Plectorhyncha lanceolata
Q1093930	Anguilla bicolor pacifica
Q1093943	Cottus aleuticus
Q1093948	Legatus leucophaius
Q998240	Asian black bulbul
Q998246	Stauropus
Q998246	Stauropus fagi
Q998263	Pulsatilla pratensis nigricans
Q998275	Crax alector
Q998279	Cuculus clamosus
Q998311	Oriolus hosii
Q998315	black marlin
Q1061897	Zosterops borbonica
Q1061897	Zosterops borbonicus
Q1061928	Pycnonotus squamatus
Q1061956	Protochondrostoma genei
Q1061964	black-capped capuchin
Q1061964	Black-capped capuchin
Q1061964	brown capuchin
Q1061964	pin monkey
Q1061964	tufted capuchin
Q1062084	Monachella muelleriana
Q1062096	Phrygilus patagonicus
Q1062185	Bottle palm
Q1062264	jukkumi
Q1062264	webfoot octopus
Q1045174	Falcipennis falcipennis
Q1059641	Little Bronze Cuckoo
Q1059774	Leptasthenura
Q1059968	Tachycineta thalassina
Q1060194	Pseudocolaptes
Q1092255	Aquatic lattice moss
Q1092295	Dicaeum chrysorrheum
Q1092562	Microligea palustris
Q1092589	Incaspiza
Q1092678	Pachycephala simplex
Q1092717	Plethodon cinereus
Q1092784	Pterodroma arminjoniana
Q1092863	Cutia nipalensis
Q1093134	Lethrinops auritus
Q1093168	wormfish
Q992097	Hirundo aethiopica
Q992423	Aotus brumbacki
Q992570	Euneornis campestris
Q992625	North Pacific krill
Q992931	Piper
Q1093282	Sylvietta
Q1093294	spiny puffball
Q1093294	spring puffball
Q1093306	Northern blue butterfly
Q1093314	Black truffle
Q1093314	French black truffle
Q1093329	Agrotis ipsilon
Q1093329	black cutworm
Q997682	Streptopelia reichenowi
Q997682	White-winged collared-dove
Q997687	Prosobonia leucoptera
Q997708	Icterus icterus
Q997713	Geranoaetus albicaudatus
Q997719	Columba vitiensis godmanae
Q997723	Sericornis frontalis
Q997728	Cercopithecus albogularis
Q997736	Phalcoboenus albogularis
Q998007	Deania profundorum
Q1044832	Whitespotted pygmy filefish
Q1044892	Oxyurichthys (Oxyurichthys) ophthalmonema
Q1045114	Amaurospiza carrizalensis
Q1093337	Oarweed
Q1093509	Cyrtonyx montezumae
Q1093526	Pternistis adspersus
Q1093526	Red-billed francolin
Q1093540	Bigleaf magnolia
Q1093542	Salmo macrostigma
Q855921	Canis lupus pallipes
Q855934	Ocypus olens
Q1034953	Trogon collaris
Q1034956	Glaucidium gnoma
Q1034960	Brown Dipper
Q1034965	Prioniturus montanus
Q1035115	Heliobletus contaminatus
Q1035115	Xenops contaminatus
Q1035118	Gould's jewel-front
Q1035118	Heliodoxa aurescens
Q1035118	Polyplancta aurescens
Q1035242	Hemicircus concretus
Q1035242	Red-crested woodpecker
Q1035244	bushy-bearded titi
Q1035244	Callicebus caquetensis
Q1034054	Barbus petenyi
Q1034120	Zonotrichia querela
Q1034120	Zonotrichia querula
Q1034194	Francolinus hartlaubi
Q1034204	Equus zebra hartmannae
Q1034234	Pternistis harwoodi
Q1029209	Ranunculus californicus
Q1029638	Piliocolobus
Q1029654	Nosferatu labridens
Q1029660	Mojarra
Q1029660	Nosferatu steindachneri
Q1043881	Chromis ovatiformes
Q1043888	Acanthurus mata
Q1043905	Chelidonichthys kumu
Q1044109	oropendola
Q1044109	oropendola genus
Q1044166	Callicebus moloch
Q1044166	dusky titi
Q1044186	Pinus funebris
Q1044186	Japanese Red Pine
Q1062866	Cycad
Q1062902	Iodopleura
Q1063141	the Ground hornbills
Q1063234	Myiophoneus horsfieldii
Q1063234	Myophonus horsfieldii
Q1063238	Willisornis poecilinotus
Q998572	Ploceus melanocephalus
Q998588	Chlidonias albostriatus
Q998588	Sterna albostriata
Q998590	Valencia hispanica
Q998612	Conopophaga melanogaster
Q998616	Noisy Miner
Q998652	Black-breasted Buzzard
Q998661	Pteroglossus aracari
Q998685	Callithrix penicillata
Q1031983	pteropods
Q1032508	Acrolepiopsis assectella
Q1032577	Hispaniolan elegant slider
Q1032783	Cryptomys hottentotus
Q1032846	Cryptomys kafuensis
Q1032846	Kafue mole-rat
Q1033170	Microeca fascinans
Q1033172	Scomberomorus tritor
Q1033307	Canid herpesvirus 1
Q1033375	Hamilton’s frog
Q1033434	Artamus fuscus
Q1033449	Dewberry
Q1033761	Haplophaedia assimilis
Q1047238	Gampsonyx swainsonii
Q1047612	Cyprinocirrhites polyactis
Q1047635	Spangled emperor
Q1047787	Vanellus cinereus
Q998324	black rat snake
Q998324	black snake
Q998324	Pantherophis obsoletus
Q998324	pilot black snake
Q998324	Texas ratsnake
Q998343	Black flying fox
Q998371	Epirrita christyi
Q998380	Ameiurus melas
Q998385	Tinamus osgoodi
Q998408	Formicarius analis
Q998449	Columba hodgsonii
Q1066491	Mystacina robusta
Q1066498	Leptotila verreauxi
Q1066503	Mohoua ochrocephala
Q1004809	Tockus hartlaubi
Q1004833	Lophornis stictolophus
Q1005831	Pareas monticola
Q1005838	salty earth snake
Q1005850	Radiated Ratsnake
Q1006068	Drymornis bridgesii
Q1006071	Ground Cuckooshrike
Q1006071	Pteropodocys maxima
Q1006075	Common cactus-finch
Q1006075	Geospiza scandens
Q998690	Estrilda atricapilla
Q998697	Aegithina nigrolutea
Q998703	Ephippiorhynchus asiaticus
Q998706	Ceratogymna atrata
Q998727	Trogon rufus
Q998729	Anthracothorax nigricollis
Q998769	Galapagos sea lion
Q998769	Zalophus wollebaeki
Q1066955	Vagrant
Q1067009	Phaenicophaeaus pyrrhocephalus
Q1067009	Phaenicophaeus pyrrhocephalus
Q1067009	Red-faced malcoha
Q1067111	Tangara cucullata
Q1063957	Perdix hodgsoniae
Q1063989	Talegalla cuvieri
Q1063995	Malurus pulcherrimus
Q1064000	Chlorocichla flaviventris
Q1064005	Myzornis pyrrhoura
Q1064055	Phaneroptera falcata
Q1064115	Ara erythrocephala
Q1064125	Ara gossei
Q1064178	Thamnomys
Q1045638	Mamestra brassicae
Q1045684	Adrianichthyidae
Q1046199	Hippoglossoides dubius
Q1002476	Dotted grouper
Q1002569	Promerops cafer
Q1002572	Anas smithii
Q1002574	Phalacrocorax capensis
Q1002576	Olive Thrush
Q1002588	Burhinus capensis
Q1002590	Corvus capensis
Q1002627	Liocichla bugunorum
Q1002648	Mycerobas melanozanthos
Q1002648	Spotted-winged grosbeak
Q1002666	Cryptophaps poecilorrhoa
Q998864	Geophaps scripta
Q998876	Argentinidae
Q999165	Deania hystricosa
Q999431	Bagrichthys macracanthus
Q999512	Steatocranus casuarius
Q1035244	Caquet· titi monkey
Q1035244	Caqueta titi
Q1035244	red-bearded titi
Q1035249	Hemipus
Q1035250	Hemispingus frontalis
Q1035440	Campephilus guatemalensis
Q1035712	Herpsilochmus pectoralis
Q1035779	Myioborus cardonai
Q1035905	Spiny pocket mice
Q1035914	Airsac catfish
Q1036005	Pternistis icterorhynchus
Q1036075	Hexatrygon bickelli
Q1034247	Litoria xanthomera
Q1034323	Helvetia (genus)
Q1034337	Hatiora graeseri
Q1034400	Maraene
Q1034859	Bristle oak
Q1034859	Chinese oak
Q1034934	Cryptospiza salvadorii
Q1034944	Cuniculus taczanowskii
Q1034950	Cinnamon-breasted Rock-Bunting
Q1034950	Emberiza tahapisi
Q1065472	Anthracothorax prevostii
Q1065486	Oreomanes fraseri
Q1065510	Alcathoe bat
Q1065510	Alcathoe myotis
Q1065510	Alcathoe whiskered bat
Q1065510	Alcathoe's bat
Q1065570	Spiny sowthistle
Q1065679	Pseudomys desertor
Q1066106	Yellowwood
Q1066106	Bodark
Q1066106	Bow-wood
Q1066106	Osage orange
Q1048869	Neophema pulchella
Q1048895	Prolagus sardus
Q1048896	Chamaea fasciata
Q1049056	Halcyon pileata
Q1049121	Prunella ocularis
Q997454	Dicaeum hypoleucum
Q997455	Corythaixoides leucogaster
Q997457	Thryomanes bewickii
Q997458	Melanerpes cactorum
Q997524	Sterna trudeaui
Q997539	Centroscyllium excelsum
Q997547	White
Q997547	cabbage white butterfly
Q997547	large cabbage white butterfly
Q997559	Conilurus albipes
Q1047971	Catharus fuscescens
Q1048171	Cacajao
Q1048434	Cassoidea
Q1048492	Plesiobatis daviesi
Q1048537	Amazona xantholora
Q1094691	tadpole fish
Q1094698	Largetooth sawfish
Q1094698	Pristis pristis
Q1094704	Smooth-toothed pocket gopher
Q1094722	Northern flying squirrel
Q1094727	Roman Mole
Q1094736	Treron phoenicoptera
Q1094736	Treron phoenicopterus
Q1094743	Ampeliceps coronatus
Q1094764	Microcebus mamiratra
Q1094958	Platyspiza crassirostris
Q855552	African black oystercatcher
Q855552	Haematopus moquini
Q855597	Atilax paludinosus
Q855618	Columba guinea
Q855676	Ducula pacifica
Q998465	Ramphastos vitellinus
Q998480	Tauraco schuetti
Q998480	Tauraco schuettii
Q998495	Ciconia boyciana
Q998495	Oriental white stork
Q998505	Estrilda perreini
Q998530	Conothraupis mesoleuca
Q998535	Trogon melanurus
Q998547	Pheucticus melanocephalus
Q998563	Lorius domicella
Q1094004	Altai mole
Q1094066	Galaxias argenteus
Q1094164	Rhodesian giraffe
Q1094288	Prickly scuplin
Q1094327	Acanthurus bahianus
Q1094387	Ocyceros griseus
Q1094387	Tockus griseus
Q1094565	Ceratoscopelus warmingii
Q1066511	Gallirallus lafresnayanus
Q1066511	New Caledonian wood rail
Q1066511	Rallus lafresnayanus
Q1066530	Casarea dussumieri
Q1066530	Round Island keel-scaled boa
Q1066543	Francolinus jacksoni
Q1066543	Pternistis jacksoni
Q1066559	Cyanoramphus cookii
Q1066564	Lactophrys bicaudalis
Q1048555	Colonia colonus
Q1048674	Sturnus malabaricus
Q1048674	Ashy-headed starling
Q1048674	Sturnia malabarica
Q1048747	Nucleariida
Q1048770	Amazona collaria
Q1048772	Heterokontophyta
Q1048773	Haematopus ater
Q1048782	Garrulax ocellatus
Q1048790	Brotogeris pyrrhoptera
Q1048790	Grey-cheeked parakeet
Q1048794	Neophema splendida
Q1048800	Poicephalus meyeri
Q1037256	Pleuronichthys cornutus
Q1037260	Doria's green snake
Q1037302	Altiphylax stoliczkai
Q1037324	Hemidactylus bowringii
Q1037349	Medo Pit Viper
Q1037349	Viridovipera medoensis
Q1037366	Tibetan spring snake
Q1037383	Big-eyed mountain keelback
Q1037395	Cracinae
Q1037460	Rhinomyias brunneata
Q1037477	Pnoepyga albiventer
Q1037493	Trichogaster microlepis
Q1037493	Trichopodus microlepis
Q1065128	Lombok Flying Fox
Q1065139	Ashbyia lovensis
Q1065147	Eupetes macrocerus
Q1065311	Hynobius leechii
Q1065465	Tadorna cana
Q1036339	Higurashi
Q1036374	Natal Plum/Christ's Thorn
Q1036394	Pternistis hildebrandti
Q1036483	Certhia himalayana
Q1036497	Psittacula himalayana
Q1036503	Himantolophus groenlandicus
Q1036507	Prunella himalayana
Q1036824	Hirundo lucida
Q1036828	Hirundo nigrita
Q1049611	Amandava formosa
Q1049623	Livingstone's fruit bat
Q1049623	Livingstone’s flying fox
Q1049642	Passerina cyanea
Q1049668	Trichoglossus rubritorquis
Q1049713	ermine moth family
Q1049823	Coenagrion puella
Q1065007	Black-faced lion tamarin
Q1065007	Leontopithecus caissara
Q1065045	Aplonis corvina
Q1065055	Campylopterus rufus
Q1065072	Gallinula pacifica
Q1065072	Pareudiastes pacificus
Q1065091	Amazilia edward
Q1065099	Myotis oreias
Q1065107	Hantu boobook
Q1065107	Ninox squamipila
Q1065114	Polytmus milleri
Q1065121	Meliarchus sclateri
Q1096617	Apus unicolor
Q1096635	shrub verbena
Q1096641	Benthodesmus pacificus
Q1097177	Acanthopsetta nadeshnyi
Q1067631	Indian Spotted Eagle
Q1067817	Geotrygon saphirina
Q1067829	Falco fasciinucha
Q1067835	Coracina novaehollandiae
Q1067850	green araçari
Q1067850	Pteroglossus viridis
Q1067859	Petroica rodinogaster
Q1067933	shamrock
Q1067933	sour grass
Q1067933	sour trefoil
Q1067940	Dinopium rafflesii
